liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,error,Transfer_Observation,Comment
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.08778858184814,24.4102,25.1902,0.7800000000000011,-10.71428571428559,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.18314790725708,25.1902,25.9891,0.7988999999999997,-8.550824175824213,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.23170113563538,25.9891,26.8103,0.821200000000001,-5.998168498168384,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.27146363258362,26.8103,27.6321,0.8217999999999996,-5.929487179487225,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.28761196136475,27.6321,28.4544,0.8222999999999985,-5.872252747252926,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.30590629577637,28.4544,29.2776,0.8231999999999999,-5.7692307692307825,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.33616638183594,29.2776,30.1029,0.8253000000000021,-5.5288461538459135,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.37141728401184,30.1029,30.9187,0.8157999999999994,-6.616300366300439,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.42642092704773,30.9187,31.7445,0.8257999999999974,-5.471611721612021,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.44323682785034,31.7445,32.559,0.8144999999999989,-6.765109890110022,incomplete aspiration and dispense,
