liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,error,Transfer_Observation,Comment
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.0002932548523,22.1807,22.9624,0.7816999999999972,-10.519688644688973,Incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.0290732383728,22.9624,23.745,0.7826000000000022,-10.416666666666421,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.06616497039795,23.745,24.5258,0.7807999999999993,-10.62271062271071,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.09090757369995,24.5258,25.3088,0.7830000000000013,-10.370879120878982,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.1642677783966,25.3088,26.0973,0.7884999999999991,-9.741300366300475,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.16959953308105,26.0973,26.8877,0.7903999999999982,-9.523809523809733,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.20180916786194,26.8877,27.6776,0.7899000000000029,-9.581043956043626,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.233553647995,27.6776,28.4559,0.778299999999998,-10.90888278388302,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.260262966156,28.4559,29.2356,0.7797000000000018,-10.748626373626168,incomplete aspiration and dispense,
Viscosity_std_1275,p1000,1000.0,13.8,18.6,0,4.3,2.9,0,True,False,0.8736,141.2942452430725,29.2356,30.0202,0.7845999999999975,-10.187728937729226,incomplete aspiration and dispense,
