liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
3,p1000,1000,56.70653624,56.70653624,0,5,5,0,TRUE,FALSE,0.8466,51.10343719,20.0207,20.7094,0.6887,-18.65107489,Incomplete aspiration and dispense,
3,p1000,500,56.70653624,56.70653624,0,5,5,0,TRUE,FALSE,0.8466,33.53812289,20.7094,21.0212,0.3118,-26.34065674,Incomplete aspiration and dispense,
3,p1000,300,56.70653624,56.70653624,0,5,5,0,TRUE,FALSE,0.8466,26.47385597,21.0212,21.1853,0.1641,-35.38861328,Incomplete aspiration and dispense,
3,p1000,1000,70.8831703,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,44.04047012,21.1853,21.7765,0.5912,-30.16772974,Incomplete aspiration and dispense,
3,p1000,500,70.8831703,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,29.97619343,21.7765,22.0636,0.2871,-32.17576187,Incomplete aspiration and dispense,
3,p1000,300,70.8831703,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,24.3665309,22.0636,22.2322,0.1686,-33.61682022,Incomplete aspiration and dispense,
3,p1000,1000,70.8831703,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,213.2365067,22.2322,22.9788,0.7466,-11.8119537,Incomplete aspiration and dispense,
3,p1000,500,70.8831703,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,114.987215,22.9788,23.3444,0.3656,-13.63099457,Incomplete aspiration and dispense,
3,p1000,300,70.8831703,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,75.01387358,23.3823,23.6046,0.2223,-12.4734231,Incomplete aspiration and dispense,
3,p1000,1000,5.670653624,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,216.0449173,23.6046,24.3017,0.6971,-17.65887078,Incomplete aspiration and dispense,
3,p1000,500,5.670653624,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,117.7862093,24.3017,24.6726,0.3709,-12.37892747,Incomplete aspiration and dispense,
3,p1000,300,5.670653624,70.8831703,0,5,5,0,TRUE,FALSE,0.8466,78.63613224,24.6726,24.8805,0.2079,-18.14316088,Incomplete aspiration and dispense,
3,p1000,1000,5.670653624,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,385.2064404,24.8805,25.7622,0.8817,4.145995748,Within tolerance,
3,p1000,500,5.670653624,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,202.8363698,25.7622,26.2127,0.4505,6.425702811,Excess aspiration and dispense,
3,p1000,300,5.670653624,5.670653624,0,5,5,0,TRUE,FALSE,0.8466,130.110862,26.2127,26.4856,0.2729,7.449405465,Excess aspiration and dispense,
3,p1000,1000,50,10,0,5,5,0,TRUE,FALSE,0.8466,140.9299724,26.4856,27.2537,0.7681,-9.272383652,Incomplete Aspiration and Dispense,
3,p1000,500,50,10,0,5,5,0,TRUE,FALSE,0.8466,78.76503563,27.2537,27.6318,0.3781,-10.67800614,Incomplete Aspiration and Dispense,
3,p1000,300,50,10,0,5,5,0,TRUE,FALSE,0.8466,53.99527693,27.6318,27.8606,0.2288,-9.91416647,Incomplete Aspiration and Dispense,
3,p1000,1000,30,7,0,5,5,0,TRUE,FALSE,0.8466,196.1709144,27.8606,28.6849,0.8243,-2.634065674,Within Tolerance,
3,p1000,500,30,7,0,5,5,0,TRUE,FALSE,0.8466,106.9587262,28.6849,29.0932,0.4083,-3.543586109,Within Tolerance,
3,p1000,300,30,7,0,5,5,0,TRUE,FALSE,0.8466,70.30956626,21.363,21.5952,0.2322,-8.575478384,Incomplete Aspiration and Dispense,
3,p1000,1000,15,6,0,5,5,0,TRUE,FALSE,0.8466,254.4928036,21.5952,22.4454,0.8502,0.425230333,Within Tolerance,
3,p1000,500,15,6,0,5,5,0,TRUE,FALSE,0.8466,136.1015151,22.4454,22.8765,0.4311,1.842664777,Within Tolerance,
3,p1000,300,15,6,0,5,5,0,TRUE,FALSE,0.8466,88.96889448,22.8765,23.1257,0.2492,-1.882037956,Within Tolerance,
